ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,AGE_YEARS,EMPLOYED_YEARS,CNT_CHILDREN,AMT_INCOME_TOTAL,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,MONTHS_BALANCE,STATUS,n_months,n_paid_off,n_no_loan,n_overdue_1_29,n_overdue_30_59,n_overdue_60_89,n_overdue_90_119,n_overdue_120_149,n_overdue_150plus,ever_defaulted,worst_status,recent_status
5054469,0,1,1,0,1,2,3,8,28.32,8.41,0,135000,-10344,-3072,1,1,1,0,1,0,C,16,13,0,3,0,0,0,0,0,0,0,C
5054471,0,1,1,0,1,2,3,8,28.32,8.41,0,135000,-10344,-3072,1,1,1,0,1,0,C,33,30,0,3,0,0,0,0,0,0,0,C
5054472,1,1,1,0,1,0,1,10,34.4,2.24,1,225000,-12564,-819,1,1,1,0,3,-23,X,4,0,2,2,0,0,0,0,0,0,0,X
5054473,1,1,1,0,1,0,1,10,34.4,2.24,1,225000,-12564,-819,1,1,1,0,3,0,X,4,0,4,0,0,0,0,0,0,0,#NAME?,X
5054474,1,1,1,0,1,0,1,10,34.4,2.24,1,225000,-12564,-819,1,1,1,0,3,-3,C,27,22,0,5,0,0,0,0,0,0,0,C
5054475,1,1,1,0,1,0,1,10,34.4,2.24,1,225000,-12564,-819,1,1,1,0,3,-6,X,27,0,19,8,0,0,0,0,0,0,0,X
5054476,1,1,1,0,1,0,1,10,34.4,2.24,1,225000,-12564,-819,1,1,1,0,3,-23,X,4,0,2,2,0,0,0,0,0,0,0,X
5054477,1,1,1,0,1,0,1,10,34.4,2.24,1,225000,-12564,-819,1,1,1,0,3,-19,X,4,0,2,2,0,0,0,0,0,0,0,X
5054478,1,1,1,0,1,0,1,10,34.4,2.24,1,225000,-12564,-819,1,1,1,0,3,-18,X,4,0,2,2,0,0,0,0,0,0,0,X
5054479,1,1,1,0,1,0,1,10,34.4,2.24,1,225000,-12564,-819,1,1,1,0,3,0,0,10,0,1,9,0,0,0,0,0,0,0,0
5054480,1,1,1,0,1,0,1,10,34.4,2.24,1,225000,-12564,-819,1,1,1,0,3,0,0,3,0,1,2,0,0,0,0,0,0,0,0
5054481,1,0,1,0,1,1,1,13,43.22,3.58,0,103500,-15785,-1308,1,0,0,0,2,0,0,15,0,0,15,0,0,0,0,0,0,0,0
5054482,1,0,1,0,1,1,1,13,43.22,3.58,0,103500,-15785,-1308,1,0,0,0,2,0,C,20,8,1,11,0,0,0,0,0,0,0,C
5054483,1,0,1,0,1,1,1,13,43.22,3.58,0,103500,-15785,-1308,1,0,0,0,2,0,C,20,5,0,14,1,0,0,0,0,0,1,C
5054484,1,0,1,0,1,1,1,13,43.22,3.58,0,103500,-15785,-1308,1,0,0,0,2,0,C,54,42,1,11,0,0,0,0,0,0,0,C
5054485,1,0,1,0,1,1,1,13,43.22,3.58,0,103500,-15785,-1308,1,0,0,0,2,-17,0,14,0,0,14,0,0,0,0,0,0,0,0
5054486,1,0,1,0,1,1,1,13,43.22,3.58,0,103500,-15785,-1308,1,0,0,0,2,0,C,43,31,1,11,0,0,0,0,0,0,0,C
5054487,1,0,1,0,1,1,1,13,43.22,3.58,0,103500,-15785,-1308,1,0,0,0,2,0,0,6,0,1,5,0,0,0,0,0,0,0,0
5054488,1,0,1,0,1,1,1,13,43.22,3.58,0,103500,-15785,-1308,1,0,0,0,2,0,0,6,0,0,6,0,0,0,0,0,0,0,0
5054489,1,0,1,0,1,1,1,13,43.22,3.58,0,103500,-15785,-1308,1,0,0,0,2,0,C,14,2,1,11,0,0,0,0,0,0,0,C
5054490,1,0,1,0,1,1,1,13,43.22,3.58,0,103500,-15785,-1308,1,0,0,0,2,-5,C,31,14,6,11,0,0,0,0,0,0,0,C
5054491,1,0,1,0,1,1,1,13,43.22,3.58,0,103500,-15785,-1308,1,0,0,0,2,0,C,14,2,1,11,0,0,0,0,0,0,0,C
5054492,1,0,1,2,1,3,1,0,62.8,999.98,0,57150,-22936,365243,1,0,0,0,1,-2,0,6,0,0,6,0,0,0,0,0,0,0,0
5054493,1,0,1,2,1,3,1,0,62.8,999.98,0,57150,-22936,365243,1,0,0,0,1,-11,0,6,0,0,6,0,0,0,0,0,0,0,0
5054494,1,0,1,2,1,3,1,0,62.8,999.98,0,57150,-22936,365243,1,0,0,0,1,-19,0,6,0,0,6,0,0,0,0,0,0,0,0
5054495,1,1,1,1,0,3,1,15,33.13,3.24,0,225000,-12102,-1185,1,0,0,0,1,0,C,30,29,1,0,0,0,0,0,0,0,#NAME?,C
5054496,1,1,1,1,0,3,1,15,33.13,3.24,0,225000,-12102,-1185,1,0,0,0,1,-7,X,19,0,10,9,0,0,0,0,0,0,0,X
5054497,1,1,1,1,0,3,1,15,33.13,3.24,0,225000,-12102,-1185,1,0,0,0,1,0,X,4,0,2,2,0,0,0,0,0,0,0,X
5054498,0,1,1,1,1,2,1,4,22.85,2.16,0,225000,-8345,-789,1,0,0,0,1,0,C,18,13,0,5,0,0,0,0,0,0,0,C
5054499,0,1,1,1,1,2,1,4,22.85,2.16,0,225000,-8345,-789,1,0,0,0,1,0,C,21,16,0,5,0,0,0,0,0,0,0,C
5054500,0,1,1,1,1,2,1,4,22.85,2.16,0,225000,-8345,-789,1,0,0,0,1,0,C,17,12,0,5,0,0,0,0,0,0,0,C
5054501,0,1,1,1,1,2,1,4,22.85,2.16,0,225000,-8345,-789,1,0,0,0,1,0,C,14,9,0,5,0,0,0,0,0,0,0,C
5054502,0,0,1,0,1,0,1,4,43.49,2.75,0,135000,-15884,-1003,1,0,0,0,2,0,0,5,0,0,5,0,0,0,0,0,0,0,0
5054503,1,0,1,2,1,1,1,0,62.15,999.98,0,243000,-22702,365243,1,0,0,0,2,0,C,52,40,9,3,0,0,0,0,0,0,0,C
5054506,1,0,1,2,1,1,1,0,62.15,999.98,0,243000,-22702,365243,1,0,0,0,2,-11,C,23,17,1,5,0,0,0,0,0,0,0,C
5054507,1,0,1,2,1,1,1,0,62.15,999.98,0,243000,-22702,365243,1,0,0,0,2,-8,C,23,17,0,6,0,0,0,0,0,0,0,C
5054508,1,0,1,2,1,1,1,0,62.15,999.98,0,243000,-22702,365243,1,0,0,0,2,0,C,26,20,0,5,1,0,0,0,0,0,1,C
5054509,1,0,1,2,1,1,1,0,62.15,999.98,0,243000,-22702,365243,1,0,0,0,2,0,C,23,18,1,4,0,0,0,0,0,0,0,C
5054510,0,1,1,0,1,2,1,2,22.59,0.5,0,78750,-8251,-181,1,1,0,0,1,0,0,14,0,5,9,0,0,0,0,0,0,0,0
5054511,0,1,1,0,1,2,1,2,22.59,0.5,0,78750,-8251,-181,1,1,0,0,1,0,C,14,10,0,4,0,0,0,0,0,0,0,C
5054512,0,1,1,0,1,2,1,2,22.59,0.5,0,78750,-8251,-181,1,1,0,0,1,0,C,5,1,0,4,0,0,0,0,0,0,0,C
5054513,1,0,1,0,1,1,1,11,33.93,5.08,2,144000,-12393,-1854,1,1,1,0,4,-1,0,5,0,0,5,0,0,0,0,0,0,0,0
5054514,1,0,1,0,1,1,1,11,33.93,5.08,2,144000,-12393,-1854,1,1,1,0,4,-4,0,1,0,0,1,0,0,0,0,0,0,0,0
5054515,1,0,1,0,1,1,1,11,33.93,5.08,2,144000,-12393,-1854,1,1,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5054516,1,1,1,0,0,1,1,0,27.42,6.33,1,135000,-10014,-2311,1,0,0,0,3,-32,0,18,0,5,13,0,0,0,0,0,0,0,0
5054517,1,1,1,0,0,1,1,0,27.42,6.33,1,135000,-10014,-2311,1,0,0,0,3,0,C,12,12,0,0,0,0,0,0,0,0,#NAME?,C
5054518,1,1,1,0,0,1,1,0,27.42,6.33,1,135000,-10014,-2311,1,0,0,0,3,-33,0,18,0,5,13,0,0,0,0,0,0,0,0
5054519,1,1,1,0,0,1,1,0,27.42,6.33,1,135000,-10014,-2311,1,0,0,0,3,0,C,18,12,0,6,0,0,0,0,0,0,0,C
5054520,1,1,1,0,0,1,1,0,27.42,6.33,1,135000,-10014,-2311,1,0,0,0,3,0,C,18,12,0,6,0,0,0,0,0,0,0,C
5054521,1,1,1,0,0,1,1,0,27.42,6.33,1,135000,-10014,-2311,1,0,0,0,3,-10,0,12,0,4,8,0,0,0,0,0,0,0,0
5054522,1,1,1,0,0,1,1,0,27.42,6.33,1,135000,-10014,-2311,1,0,0,0,3,0,0,5,0,1,4,0,0,0,0,0,0,0,0
5054524,1,0,0,0,1,1,1,0,45.48,22.91,2,180000,-16611,-8369,1,0,0,0,4,0,X,58,0,48,9,0,0,0,0,1,1,5,X
5054525,1,0,0,0,1,2,1,0,45.48,22.91,2,180000,-16611,-8369,1,0,0,0,4,0,0,10,0,2,7,0,0,0,0,1,1,5,0
5054526,1,0,1,1,1,1,1,10,37.96,3.83,2,90000,-13864,-1399,1,0,0,0,4,-38,0,10,0,0,10,0,0,0,0,0,0,0,0
5054527,1,0,1,1,1,1,1,10,37.96,3.83,2,90000,-13864,-1399,1,0,0,0,4,0,C,5,2,0,3,0,0,0,0,0,0,0,C
5054531,1,0,1,0,1,1,1,3,43.22,5.99,0,189000,-15787,-2188,1,1,0,0,2,0,C,40,30,1,9,0,0,0,0,0,0,0,C
5054532,1,0,1,0,1,1,1,3,43.22,5.99,0,189000,-15787,-2188,1,1,0,0,2,-30,X,12,0,2,10,0,0,0,0,0,0,0,X
5054533,1,0,1,0,1,1,1,3,43.22,5.99,0,189000,-15787,-2188,1,1,0,0,2,0,C,57,47,1,9,0,0,0,0,0,0,0,C
5054536,1,0,1,0,1,1,1,3,43.22,5.99,0,189000,-15787,-2188,1,1,0,0,2,0,C,60,50,1,9,0,0,0,0,0,0,0,C
5054537,1,0,1,0,1,1,1,3,43.22,5.99,0,189000,-15787,-2188,1,1,0,0,2,0,C,12,2,1,9,0,0,0,0,0,0,0,C
5054541,1,0,1,0,1,1,1,3,43.22,5.99,0,189000,-15787,-2188,1,1,0,0,2,0,C,40,30,1,9,0,0,0,0,0,0,0,C
5054542,1,0,1,0,1,1,1,3,43.22,5.99,0,189000,-15787,-2188,1,1,0,0,2,0,C,38,28,1,9,0,0,0,0,0,0,0,C
5054543,0,0,1,1,1,1,1,6,44.31,2.75,1,202500,-16184,-1003,1,0,0,0,3,-53,0,6,0,0,6,0,0,0,0,0,0,0,0
5054544,0,0,1,1,1,1,1,6,44.31,2.75,1,202500,-16184,-1003,1,0,0,0,3,-3,C,22,16,0,6,0,0,0,0,0,0,0,C
5054545,0,0,1,1,1,1,1,6,44.31,2.75,1,202500,-16184,-1003,1,0,0,0,3,0,C,16,10,0,6,0,0,0,0,0,0,0,C
5054546,0,0,1,1,1,1,1,6,44.31,2.75,1,202500,-16184,-1003,1,0,0,0,3,0,C,16,12,0,4,0,0,0,0,0,0,0,C
5054547,0,0,1,1,1,1,1,6,44.31,2.75,1,202500,-16184,-1003,1,0,0,0,3,0,0,6,0,0,6,0,0,0,0,0,0,0,0
5054548,1,0,1,0,1,0,1,2,41.53,4.08,0,202500,-15168,-1489,1,0,0,0,2,-1,C,17,11,0,6,0,0,0,0,0,0,0,C
5054550,1,1,1,2,1,1,2,0,65.58,999.98,0,180000,-23952,365243,1,0,0,0,2,0,C,43,35,0,8,0,0,0,0,0,0,0,C
5054553,1,0,1,2,1,3,1,0,64.7,999.98,0,112500,-23632,365243,1,0,0,0,1,0,C,39,29,0,10,0,0,0,0,0,0,0,C
5054554,1,0,1,2,1,3,1,0,64.7,999.98,0,112500,-23632,365243,1,0,0,0,1,0,0,19,0,8,11,0,0,0,0,0,0,0,0
5054555,1,0,1,2,1,3,1,0,64.7,999.98,0,112500,-23632,365243,1,0,0,0,1,0,C,19,9,0,10,0,0,0,0,0,0,0,C
5054558,0,1,1,0,1,1,1,4,41.17,1.75,3,180000,-15036,-638,1,0,0,0,5,0,X,2,0,1,1,0,0,0,0,0,0,0,X
5054560,0,0,0,2,1,1,2,0,63.31,999.98,0,135000,-23124,365243,1,0,0,0,2,-1,0,2,0,0,2,0,0,0,0,0,0,0,0
5054561,0,0,0,2,1,1,2,0,63.31,999.98,0,135000,-23124,365243,1,0,0,0,2,0,1,10,0,0,1,9,0,0,0,0,0,1,1
5054562,0,0,0,2,1,1,2,0,63.31,999.98,0,135000,-23124,365243,1,0,0,0,2,0,1,2,0,0,1,1,0,0,0,0,0,1,1
5054563,0,0,1,0,1,1,1,6,50.43,3.58,1,135000,-18421,-1308,1,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0
5054564,0,0,1,0,1,1,1,6,50.43,3.58,1,135000,-18421,-1308,1,0,0,0,3,0,0,28,0,2,26,0,0,0,0,0,0,0,0
5054565,0,0,1,0,1,1,1,6,50.43,3.58,1,135000,-18421,-1308,1,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0
5054566,1,1,1,3,1,1,1,2,40.2,14.66,2,135000,-14683,-5355,1,0,0,0,4,0,X,25,0,25,0,0,0,0,0,0,0,#NAME?,X
5054567,1,1,1,3,1,1,1,2,40.2,14.66,2,135000,-14683,-5355,1,0,0,0,4,-2,C,34,5,28,1,0,0,0,0,0,0,0,C
5054568,1,1,1,3,1,1,1,2,40.2,14.66,2,135000,-14683,-5355,1,0,0,0,4,-13,C,25,5,19,1,0,0,0,0,0,0,0,C
5054569,1,1,1,3,1,1,1,2,40.2,14.66,2,135000,-14683,-5355,1,0,0,0,4,-7,C,34,5,28,1,0,0,0,0,0,0,0,C
5054570,1,1,1,3,1,1,1,2,40.2,14.66,2,135000,-14683,-5355,1,0,0,0,4,0,X,25,0,25,0,0,0,0,0,0,0,#NAME?,X
5054571,1,1,1,3,1,1,1,2,40.2,14.66,2,135000,-14683,-5355,1,0,0,0,4,0,C,34,5,28,1,0,0,0,0,0,0,0,C
5054572,1,1,1,3,1,1,1,2,40.2,14.66,2,135000,-14683,-5355,1,0,0,0,4,0,C,36,24,0,12,0,0,0,0,0,0,0,C
5054573,1,0,1,2,1,1,1,0,61.14,999.98,0,90000,-22331,365243,1,0,0,0,2,0,X,29,0,16,13,0,0,0,0,0,0,0,X
5054574,1,0,1,2,1,1,1,0,61.14,999.98,0,90000,-22331,365243,1,0,0,0,2,-5,X,29,0,16,13,0,0,0,0,0,0,0,X
5054577,1,0,1,0,1,4,1,10,50.8,14.75,0,382500,-18554,-5386,1,1,0,0,1,-4,0,36,0,1,35,0,0,0,0,0,0,0,0
5054578,1,0,1,0,1,4,1,10,50.8,14.75,0,382500,-18554,-5386,1,1,0,0,1,0,0,3,0,1,2,0,0,0,0,0,0,0,0
5054581,1,0,1,0,1,4,1,10,50.8,14.75,0,382500,-18554,-5386,1,1,0,0,1,-16,0,36,0,1,35,0,0,0,0,0,0,0,0
5054582,1,0,1,0,1,4,1,10,50.8,14.75,0,382500,-18554,-5386,1,1,0,0,1,-15,0,14,0,0,14,0,0,0,0,0,0,0,0
5054583,1,0,1,0,1,4,1,10,50.8,14.75,0,382500,-18554,-5386,1,1,0,0,1,0,0,36,0,1,35,0,0,0,0,0,0,0,0
5054584,1,0,1,0,1,4,1,10,50.8,14.75,0,382500,-18554,-5386,1,1,0,0,1,0,0,14,0,1,8,5,0,0,0,0,0,1,0
5054585,0,1,1,0,1,2,1,4,42.13,1.66,0,103500,-15389,-607,1,0,0,0,1,0,C,29,23,0,4,2,0,0,0,0,0,1,C
5054586,0,1,1,0,1,2,1,4,42.13,1.66,0,103500,-15389,-607,1,0,0,0,1,0,C,28,22,0,4,2,0,0,0,0,0,1,C
5054587,0,1,1,0,1,2,1,4,42.13,1.66,0,103500,-15389,-607,1,0,0,0,1,-25,C,28,27,1,0,0,0,0,0,0,0,#NAME?,C
5054588,0,1,1,0,1,2,1,4,42.13,1.66,0,103500,-15389,-607,1,0,0,0,1,0,0,16,0,6,10,0,0,0,0,0,0,0,0
5054589,0,1,1,0,1,2,1,4,42.13,1.66,0,103500,-15389,-607,1,0,0,0,1,0,C,27,26,1,0,0,0,0,0,0,0,#NAME?,C
5054590,1,0,1,2,1,1,1,0,59.85,999.98,0,157500,-21859,365243,1,0,0,0,2,0,0,10,0,0,10,0,0,0,0,0,0,0,0
5054591,1,0,1,2,1,1,1,0,59.85,999.98,0,157500,-21859,365243,1,0,0,0,2,-36,X,7,0,1,6,0,0,0,0,0,0,0,X
5054592,1,0,1,2,1,1,1,0,59.85,999.98,0,157500,-21859,365243,1,0,0,0,2,-16,0,10,0,0,10,0,0,0,0,0,0,0,0
5054593,1,0,1,2,1,1,1,0,59.85,999.98,0,157500,-21859,365243,1,0,0,0,2,-2,X,7,0,1,6,0,0,0,0,0,0,0,X
5054594,1,0,1,2,1,1,1,0,59.85,999.98,0,157500,-21859,365243,1,0,0,0,2,-24,0,10,0,0,10,0,0,0,0,0,0,0,0
5054595,1,0,1,2,1,1,1,0,59.85,999.98,0,157500,-21859,365243,1,0,0,0,2,-13,0,9,0,0,9,0,0,0,0,0,0,0,0
5054596,1,0,1,2,1,1,1,0,59.85,999.98,0,157500,-21859,365243,1,0,0,0,2,0,C,18,6,0,12,0,0,0,0,0,0,0,C
5054598,0,1,1,1,1,1,1,4,31.01,6.66,0,135000,-11325,-2433,1,0,0,0,2,0,C,49,34,15,0,0,0,0,0,0,0,#NAME?,C
5054601,1,0,1,2,1,1,1,0,57.7,999.98,0,292500,-21076,365243,1,0,0,0,2,0,0,7,0,1,6,0,0,0,0,0,0,0,0
5054603,1,0,1,2,1,1,1,0,57.7,999.98,0,292500,-21076,365243,1,0,0,0,2,0,C,24,13,0,11,0,0,0,0,0,0,0,C
5054604,1,0,1,2,1,1,1,0,57.7,999.98,0,292500,-21076,365243,1,0,0,0,2,-7,C,22,15,0,7,0,0,0,0,0,0,0,C
5054605,1,0,1,2,1,1,1,0,57.7,999.98,0,292500,-21076,365243,1,0,0,0,2,-4,C,14,1,0,13,0,0,0,0,0,0,0,C
5054606,1,0,1,2,1,1,1,0,57.7,999.98,0,292500,-21076,365243,1,0,0,0,2,0,C,9,8,1,0,0,0,0,0,0,0,#NAME?,C
5054607,1,0,1,2,1,1,1,0,57.7,999.98,0,292500,-21076,365243,1,0,0,0,2,0,C,26,15,0,11,0,0,0,0,0,0,0,C
5054608,1,0,1,2,1,1,1,0,57.7,999.98,0,292500,-21076,365243,1,0,0,0,2,-3,X,5,0,2,3,0,0,0,0,0,0,0,X
5054609,1,0,1,2,1,1,1,0,57.7,999.98,0,292500,-21076,365243,1,0,0,0,2,-25,C,21,14,0,7,0,0,0,0,0,0,0,C
5054610,1,0,1,2,1,1,1,0,57.7,999.98,0,292500,-21076,365243,1,0,0,0,2,-13,X,16,0,1,15,0,0,0,0,0,0,0,X
5054611,1,0,1,2,1,1,1,0,57.7,999.98,0,292500,-21076,365243,1,0,0,0,2,0,C,29,19,0,10,0,0,0,0,0,0,0,C
5054612,1,0,1,2,1,1,1,0,57.7,999.98,0,292500,-21076,365243,1,0,0,0,2,-6,C,16,10,0,6,0,0,0,0,0,0,0,C
5054613,1,0,1,2,1,1,1,0,57.7,999.98,0,292500,-21076,365243,1,0,0,0,2,0,X,21,0,21,0,0,0,0,0,0,0,#NAME?,X
5054614,1,0,1,2,1,1,1,0,57.7,999.98,0,292500,-21076,365243,1,0,0,0,2,0,C,16,15,1,0,0,0,0,0,0,0,#NAME?,C
5054615,1,0,1,2,1,1,1,0,57.7,999.98,0,292500,-21076,365243,1,0,0,0,2,-3,C,11,10,0,1,0,0,0,0,0,0,0,C
5054616,1,0,1,2,1,1,1,0,57.7,999.98,0,292500,-21076,365243,1,0,0,0,2,0,X,14,0,14,0,0,0,0,0,0,0,#NAME?,X
5054617,1,0,1,2,1,1,1,0,57.7,999.98,0,292500,-21076,365243,1,0,0,0,2,0,C,5,4,1,0,0,0,0,0,0,0,#NAME?,C
5054618,1,1,0,0,1,2,2,2,48.49,18.99,0,180000,-17710,-6937,1,0,0,0,1,-21,C,9,3,0,6,0,0,0,0,0,0,0,C
5054619,1,1,0,0,1,2,2,2,48.49,18.99,0,180000,-17710,-6937,1,0,0,0,1,0,0,9,0,1,8,0,0,0,0,0,0,0,0
5054620,1,0,1,0,0,0,3,7,30.72,1.08,0,166500,-11221,-393,1,1,0,0,2,0,X,57,0,57,0,0,0,0,0,0,0,#NAME?,X
5054622,1,0,1,2,1,4,1,0,60.33,999.98,0,112500,-22034,365243,1,0,0,0,1,0,X,37,0,1,36,0,0,0,0,0,0,0,X
5054625,1,0,1,2,1,4,1,0,60.33,999.98,0,112500,-22034,365243,1,0,0,0,1,-18,C,37,17,0,20,0,0,0,0,0,0,0,C
5054626,1,0,1,2,1,4,1,0,60.33,999.98,0,112500,-22034,365243,1,0,0,0,1,0,0,16,0,0,16,0,0,0,0,0,0,0,0
5054627,0,1,1,1,0,1,1,5,40.98,6.58,1,360000,-14967,-2403,1,0,1,0,3,0,0,12,0,0,12,0,0,0,0,0,0,0,0
5054628,0,1,1,1,0,1,1,5,40.98,6.58,1,360000,-14967,-2403,1,0,1,0,3,0,C,12,7,0,5,0,0,0,0,0,0,0,C
5054629,0,1,1,1,0,1,1,5,40.98,6.58,1,360000,-14967,-2403,1,0,1,0,3,0,0,12,0,0,12,0,0,0,0,0,0,0,0
5054630,0,1,1,1,0,1,1,5,40.98,6.58,1,360000,-14967,-2403,1,0,1,0,3,0,0,17,0,0,17,0,0,0,0,0,0,0,0
5054631,0,1,1,1,0,1,1,5,40.98,6.58,1,360000,-14967,-2403,1,0,1,0,3,-1,X,12,0,12,0,0,0,0,0,0,0,#NAME?,X
5054632,0,1,1,1,0,1,1,5,40.98,6.58,1,360000,-14967,-2403,1,0,1,0,3,-5,0,17,0,0,17,0,0,0,0,0,0,0,0
5054633,0,1,1,1,0,1,1,5,40.98,6.58,1,360000,-14967,-2403,1,0,1,0,3,-5,0,17,0,0,17,0,0,0,0,0,0,0,0
5054634,0,1,1,1,0,1,1,5,40.98,6.58,1,360000,-14967,-2403,1,0,1,0,3,0,C,11,2,0,9,0,0,0,0,0,0,0,C
5054636,0,1,1,0,0,1,1,14,42.28,1.08,0,180000,-15444,-393,1,0,0,0,2,0,C,46,36,6,4,0,0,0,0,0,0,0,C
5054637,0,1,1,0,0,1,1,14,42.28,1.08,0,180000,-15444,-393,1,0,0,0,2,0,C,36,26,6,4,0,0,0,0,0,0,0,C
5054638,1,0,1,0,1,1,1,2,37.08,1.16,2,180000,-13542,-424,1,0,1,0,4,-19,X,7,0,1,6,0,0,0,0,0,0,0,X
5054639,1,0,1,0,1,1,1,2,37.08,1.16,2,180000,-13542,-424,1,0,1,0,4,-7,X,7,0,1,6,0,0,0,0,0,0,0,X
5054640,1,0,1,0,1,1,1,2,37.08,1.16,2,180000,-13542,-424,1,0,1,0,4,0,X,7,0,1,6,0,0,0,0,0,0,0,X
5054641,1,0,1,0,1,1,1,2,37.08,1.16,2,180000,-13542,-424,1,0,1,0,4,0,0,7,0,4,3,0,0,0,0,0,0,0,0
5054642,1,0,0,1,1,1,1,3,53.26,10.08,0,157500,-19453,-3680,1,0,0,0,2,0,C,34,29,0,5,0,0,0,0,0,0,0,C
5054643,1,0,0,1,1,1,1,3,53.26,10.08,0,157500,-19453,-3680,1,0,0,0,2,0,X,34,0,34,0,0,0,0,0,0,0,#NAME?,X
5054644,1,0,0,1,1,1,1,3,53.26,10.08,0,157500,-19453,-3680,1,0,0,0,2,0,C,34,25,0,8,1,0,0,0,0,0,1,C
5054645,1,0,0,1,1,1,1,3,53.26,10.08,0,157500,-19453,-3680,1,0,0,0,2,0,X,9,0,9,0,0,0,0,0,0,0,#NAME?,X
5054646,1,0,0,1,1,1,1,3,53.26,10.08,0,157500,-19453,-3680,1,0,0,0,2,0,C,55,34,0,21,0,0,0,0,0,0,0,C
5054648,1,0,1,2,1,2,1,0,66.36,999.98,0,112500,-24238,365243,1,0,0,0,1,0,C,19,1,0,18,0,0,0,0,0,0,0,C
5054649,0,1,1,0,0,1,1,5,51.01,17.41,1,135000,-18631,-6359,1,0,0,0,3,0,1,17,0,0,6,8,3,0,0,0,0,2,1
5054650,0,1,1,0,0,2,1,5,51.01,17.41,1,135000,-18631,-6359,1,0,0,0,3,0,2,11,0,0,3,5,3,0,0,0,0,2,2
5054652,1,0,1,0,1,3,1,9,59.9,21.49,0,202500,-21878,-7851,1,0,0,0,1,0,C,52,35,1,16,0,0,0,0,0,0,0,C
5054653,1,0,1,0,1,3,1,9,59.9,21.49,0,202500,-21878,-7851,1,0,0,0,1,0,X,35,0,16,19,0,0,0,0,0,0,0,X
5054654,1,0,1,0,1,3,1,9,59.9,21.49,0,202500,-21878,-7851,1,0,0,0,1,0,C,56,53,0,3,0,0,0,0,0,0,0,C
5054655,1,0,1,0,1,3,1,9,59.9,21.49,0,202500,-21878,-7851,1,0,0,0,1,0,X,38,0,19,19,0,0,0,0,0,0,0,X
5054656,1,0,1,0,1,3,1,9,59.9,21.49,0,202500,-21878,-7851,1,0,0,0,1,0,X,26,0,7,19,0,0,0,0,0,0,0,X
5054658,1,0,1,2,1,4,1,0,63.79,999.98,0,67500,-23300,365243,1,0,1,0,1,-25,C,9,5,0,4,0,0,0,0,0,0,0,C
5054659,1,0,1,2,1,4,1,0,63.79,999.98,0,67500,-23300,365243,1,0,1,0,1,0,C,40,36,1,3,0,0,0,0,0,0,0,C
5054660,1,0,1,2,1,4,1,0,63.79,999.98,0,67500,-23300,365243,1,0,1,0,1,0,C,9,5,0,4,0,0,0,0,0,0,0,C
5054661,0,1,1,0,0,2,1,6,29.29,4.24,0,135000,-10699,-1550,1,0,0,0,1,-22,C,11,10,0,1,0,0,0,0,0,0,0,C
5054663,0,0,0,1,2,2,3,4,23.03,2.83,0,103500,-8412,-1033,1,0,0,0,1,0,C,6,1,0,5,0,0,0,0,0,0,0,C
5054664,1,0,1,1,0,1,1,2,63.3,9.91,0,135000,-23122,-3621,1,0,0,0,2,0,0,4,0,0,4,0,0,0,0,0,0,0,0
5054665,1,0,1,1,0,1,1,2,63.3,9.91,0,135000,-23122,-3621,1,0,0,0,2,0,X,4,0,4,0,0,0,0,0,0,0,#NAME?,X
5054668,0,0,1,1,0,2,1,2,27.88,6.58,0,225000,-10182,-2403,1,0,0,0,1,-11,C,40,38,0,2,0,0,0,0,0,0,0,C
5054669,0,0,1,1,0,2,1,2,27.88,6.58,0,225000,-10182,-2403,1,0,0,0,1,0,X,27,0,27,0,0,0,0,0,0,0,#NAME?,X
5054670,0,0,1,1,0,2,1,2,27.88,6.58,0,225000,-10182,-2403,1,0,0,0,1,0,C,24,19,0,5,0,0,0,0,0,0,0,C
5054671,0,0,1,1,0,2,1,2,27.88,6.58,0,225000,-10182,-2403,1,0,0,0,1,-33,X,15,0,15,0,0,0,0,0,0,0,#NAME?,X
5054672,0,0,1,1,0,2,1,2,27.88,6.58,0,225000,-10182,-2403,1,0,0,0,1,0,C,29,20,1,8,0,0,0,0,0,0,0,C
5054673,0,0,1,1,0,2,1,2,27.88,6.58,0,225000,-10182,-2403,1,0,0,0,1,0,C,15,7,0,8,0,0,0,0,0,0,0,C
5054674,0,0,1,1,0,2,1,2,27.88,6.58,0,225000,-10182,-2403,1,0,0,0,1,0,X,10,0,10,0,0,0,0,0,0,0,#NAME?,X
5054676,0,0,1,1,0,2,1,2,27.88,6.58,0,225000,-10182,-2403,1,0,0,0,1,-21,C,32,8,5,19,0,0,0,0,0,0,0,C
